Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,id_cycle,type,ambient_temperature,time,Battery
3.849750867583652,-2.010164078600632,25.604064545726967,1.9988,2.927,198.344,1.8550045207910817,1,discharge,24,2008.0,B0018
3.845967646114043,-2.0086948409246905,25.70591742785789,1.9988,2.924,207.719,1.8550045207910817,1,discharge,24,2008.0,B0018
3.842361487694258,-2.0076469206065464,25.786741320466827,1.999,2.922,217.172,1.8550045207910817,1,discharge,24,2008.0,B0018
3.8391353600028193,-2.0116914814688363,25.877056882669965,1.9988,2.919,226.578,1.8550045207910817,1,discharge,24,2008.0,B0018
3.8358130257467793,-2.007390676603688,25.96647181277577,1.9988,2.9160000000000004,235.938,1.8550045207910817,1,discharge,24,2008.0,B0018
3.832241611056925,-2.0116854501592547,26.05068363908009,1.9988,2.9130000000000003,245.36,1.8550045207910817,1,discharge,24,2008.0,B0018
3.8292916249456193,-2.0085012691297326,26.13429632209689,1.9988,2.91,254.828,1.8550045207910817,1,discharge,24,2008.0,B0018
3.826212051453392,-2.0077826865114283,26.220917504115437,1.9988,2.907,264.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.823183538335519,-2.006959394552626,26.29741165868177,1.9988,2.905,273.594,1.8550045207910817,1,discharge,24,2008.0,B0018
3.820277221071671,-2.0079703238289195,26.38966022473869,1.9988,2.902,283.0,1.8550045207910817,1,discharge,24,2008.0,B0018
3.817240045181895,-2.008993992102885,26.466868760777164,1.9988,2.9,292.406,1.8550045207910817,1,discharge,24,2008.0,B0018
3.8146336478355742,-2.0065831392209508,26.557047663312364,1.9988,2.897,301.86,1.8550045207910817,1,discharge,24,2008.0,B0018
3.811729657117534,-2.0099702809578464,26.63549867629237,1.9988,2.895,311.219,1.8550045207910817,1,discharge,24,2008.0,B0018
3.809130725033005,-2.011557313949179,26.712110533742138,1.9988,2.892,320.563,1.8550045207910817,1,discharge,24,2008.0,B0018
3.8064429781332136,-2.0087899157333178,26.79618176270998,1.999,2.89,329.9530000000001,1.8550045207910817,1,discharge,24,2008.0,B0018
3.8037269903908633,-2.0083578113227327,26.876443610871767,1.999,2.887,339.3280000000001,1.8550045207910817,1,discharge,24,2008.0,B0018
3.800884192317118,-2.0105523088993973,26.95898341436952,1.999,2.885,348.6880000000001,1.8550045207910817,1,discharge,24,2008.0,B0018
3.798668838816533,-2.0068466926866253,27.03441104520881,1.9988,2.883,358.0630000000001,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7961159025580464,-2.007063940264315,27.109058489020622,1.9988,2.881,367.422,1.8550045207910817,1,discharge,24,2008.0,B0018
3.793544933955797,-2.0075795430909698,27.186575219946064,1.9988,2.879,376.828,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7912148554896734,-2.010957277895548,27.272408651884582,1.9988,2.8760000000000003,386.235,1.8550045207910817,1,discharge,24,2008.0,B0018
3.788686160861452,-2.011269937112233,27.338686093560767,1.9988,2.874,395.625,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7864695945096014,-2.009309622149581,27.430480210132192,1.999,2.872,405.047,1.8550045207910817,1,discharge,24,2008.0,B0018
3.784127501271701,-2.0058302383568787,27.50629339921341,1.9988,2.87,414.469,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7815094522205217,-2.0108934598233232,27.57681609300404,1.9988,2.8680000000000003,423.86,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7791490915934336,-2.0087050694728763,27.65153057779851,1.9988,2.865,433.266,1.8550045207910817,1,discharge,24,2008.0,B0018
3.776945903100336,-2.0067826955500414,27.722729113326203,1.9988,2.863,442.625,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7744143411991584,-2.0112385684856675,27.798987810445407,1.999,2.861,452.125,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7720246590785966,-2.0102857453599285,27.862061005773228,1.9988,2.859,461.5,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7696045244781455,-2.012800827000836,27.938890582108804,1.9988,2.857,470.86,1.8550045207910817,1,discharge,24,2008.0,B0018
3.767357887404263,-2.011042370747416,28.01432572666493,1.9988,2.855,480.219,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7651134402485806,-2.008538547883814,28.074461352199396,1.9988,2.853,489.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.762686463721417,-2.008875357335673,28.13297985186621,1.999,2.8510000000000004,499.0,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7603223786555664,-2.008295438687457,28.207304511965265,1.9988,2.8480000000000003,508.391,1.8550045207910817,1,discharge,24,2008.0,B0018
3.758001319840107,-2.008843765575544,28.26984758606404,1.9988,2.846,517.735,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7558007352591902,-2.0087700089343894,28.32789109337245,1.9988,2.843,527.078,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7532729343068936,-2.0076166455557893,28.38849917552071,1.9988,2.842,536.422,1.8550045207910817,1,discharge,24,2008.0,B0018
3.751067594989784,-2.008296867696627,28.45673723373065,1.9988,2.839,545.813,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7488474720687592,-2.0095361606775155,28.515361110334357,1.9988,2.837,555.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.746398749275052,-2.008322899136767,28.573024535690884,1.9988,2.835,564.547,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7442511991378304,-2.008192794794528,28.637021033991463,1.9988,2.833,573.938,1.8550045207910817,1,discharge,24,2008.0,B0018
3.741884290813785,-2.0092579033622724,28.68976212586805,1.9988,2.8310000000000004,583.313,1.8550045207910817,1,discharge,24,2008.0,B0018
3.739740343003822,-2.01007864200962,28.745647170058497,1.9988,2.829,592.688,1.8550045207910817,1,discharge,24,2008.0,B0018
3.73761989698936,-2.0103047803550105,28.789119050624265,1.9988,2.826,602.047,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7353126875739537,-2.0088676716843312,28.828343101141662,1.9988,2.824,611.469,1.8550045207910817,1,discharge,24,2008.0,B0018
3.733076752437333,-2.0096843575064134,28.87961119787873,1.9988,2.822,620.906,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7309634145199575,-2.009462246197193,28.930782604449487,1.999,2.819,630.281,1.8550045207910817,1,discharge,24,2008.0,B0018
3.728851850946004,-2.009050519816686,28.984150275575598,1.999,2.817,639.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.726625336356052,-2.009272567688036,29.02737920274014,1.999,2.815,649.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.72444617570193,-2.006641374249277,29.05704605696756,1.999,2.813,658.4060000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7223486194908215,-2.010898560222235,29.09868868639533,1.9988,2.8110000000000004,667.7810000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.72016454236584,-2.008184208336384,29.14657733627432,1.9988,2.809,677.172,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7179918281042976,-2.0075810835305967,29.16863197487485,1.9988,2.807,686.5160000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7159429950266856,-2.0096546146366827,29.205768587504192,1.999,2.805,695.922,1.8550045207910817,1,discharge,24,2008.0,B0018
3.714094092251494,-2.0074278404946897,29.2470035982396,1.9988,2.804,705.313,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7117327806477527,-2.007585389115094,29.279514298443814,1.999,2.801,714.735,1.8550045207910817,1,discharge,24,2008.0,B0018
3.70980558240052,-2.0107177870515347,29.304468458286703,1.9988,2.8,724.1410000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.707414179673621,-2.0098450434345643,29.33741542515638,1.9988,2.797,733.5,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7054990985525658,-2.0074894211966408,29.370830135851392,1.9988,2.795,742.8910000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.7034878738363664,-2.009140357714984,29.394357079810515,1.999,2.793,752.2810000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.701370266918482,-2.0057617014376925,29.417087725222267,1.999,2.792,761.6560000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6993594889241255,-2.0105500337868203,29.45080284678519,1.999,2.789,771.0310000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.697341128052335,-2.009158995038665,29.48168069395788,1.999,2.7880000000000003,780.422,1.8550045207910817,1,discharge,24,2008.0,B0018
3.695216694969806,-2.0098838872712395,29.496156207784924,1.9988,2.786,789.8439999999998,1.8550045207910817,1,discharge,24,2008.0,B0018
3.693207516471937,-2.011206403750375,29.52242391662976,1.999,2.784,799.25,1.8550045207910817,1,discharge,24,2008.0,B0018
3.691392620054178,-2.0101103419761093,29.54834015941515,1.999,2.781,808.6560000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.689321102675589,-2.0074128039570245,29.562297707713324,1.999,2.78,818.0310000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.686985379438057,-2.0083812228060305,29.58174893514448,1.999,2.778,827.438,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6851178548701697,-2.01075585432893,29.60640394928519,1.9988,2.776,836.7810000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.683276270393344,-2.0087062173800407,29.62466336068213,1.9988,2.774,846.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.681183593306668,-2.0082579431753067,29.65759824201724,1.999,2.772,855.6410000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.679167491382144,-2.0107561172053985,29.67546455581644,1.999,2.77,865.0310000000002,1.8550045207910817,1,discharge,24,2008.0,B0018
3.677153125726252,-2.0086005796859463,29.694331795561165,1.9988,2.768,874.453,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6751919995392974,-2.007897884558452,29.70919092121829,1.999,2.766,883.828,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6731165332397,-2.0084037205357674,29.73286708998004,1.999,2.764,893.2189999999998,1.8550045207910817,1,discharge,24,2008.0,B0018
3.671041685951076,-2.0085658381025566,29.75473831149524,1.9988,2.763,902.578,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6692957758717633,-2.0091668719819484,29.78813918675156,1.9988,2.76,911.953,1.8550045207910817,1,discharge,24,2008.0,B0018
3.667368371807652,-2.0093244556874184,29.80491721234098,1.999,2.759,921.328,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6653493409261264,-2.00930603473172,29.834389531356223,1.999,2.757,930.813,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6634499274200873,-2.008769859826233,29.86325159370718,1.999,2.754,940.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.661480635951381,-2.0087504806355057,29.88055704400093,1.999,2.753,949.578,1.8550045207910817,1,discharge,24,2008.0,B0018
3.659572599391957,-2.0071451169955945,29.89597710185524,1.999,2.7510000000000003,958.953,1.8550045207910817,1,discharge,24,2008.0,B0018
3.657625860330716,-2.0099984392918104,29.92463327310536,1.999,2.749,968.313,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6557578168254814,-2.010467994977276,29.941210057032407,1.9988,2.747,977.703,1.8550045207910817,1,discharge,24,2008.0,B0018
3.653999559037087,-2.0085836289737617,29.96857210040885,1.9988,2.745,987.063,1.8550045207910817,1,discharge,24,2008.0,B0018
3.651979022099576,-2.0109783943814907,30.005100085739738,1.999,2.7430000000000003,996.391,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6500782395507234,-2.008534622332624,30.02406194555077,1.9988,2.741,1005.797,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6482154314596738,-2.0100369386435832,30.03466240120112,1.999,2.74,1015.156,1.8550045207910817,1,discharge,24,2008.0,B0018
3.646509402462097,-2.0099624241996703,30.06458474403373,1.999,2.738,1024.516,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6446136240682026,-2.0111219016026105,30.09706735706485,1.999,2.736,1033.891,1.8550045207910817,1,discharge,24,2008.0,B0018
3.642608123886161,-2.008365350300588,30.13317071443809,1.999,2.735,1043.266,1.8550045207910817,1,discharge,24,2008.0,B0018
3.640871999370997,-2.009410537241892,30.15257186777807,1.999,2.733,1052.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.638993839642712,-2.0097706721540667,30.18026771895409,1.9988,2.7310000000000003,1062.031,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6370679553575713,-2.0091422750663184,30.21434822537689,1.9988,2.729,1071.375,1.8550045207910817,1,discharge,24,2008.0,B0018
3.635442864953056,-2.0102941557111103,30.246402721620694,1.999,2.727,1080.781,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6335267662682034,-2.007970041751604,30.265962859074047,1.999,2.725,1090.266,1.8550045207910817,1,discharge,24,2008.0,B0018
3.631700332659472,-2.0102047894623003,30.293174831786214,1.999,2.7230000000000003,1099.672,1.8550045207910817,1,discharge,24,2008.0,B0018
3.629928989643497,-2.0112125086394874,30.31594492758596,1.999,2.722,1109.156,1.8550045207910817,1,discharge,24,2008.0,B0018
3.628131902042728,-2.0086853144840418,30.35238240026049,1.9988,2.72,1118.516,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6261521764766176,-2.008723678930316,30.36939722687852,1.9988,2.719,1127.906,1.8550045207910817,1,discharge,24,2008.0,B0018
3.624365777164507,-2.0091288897002086,30.40185757672463,1.999,2.717,1137.328,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6227629403541,-2.010652514680032,30.42322908060349,1.9988,2.715,1146.735,1.8550045207910817,1,discharge,24,2008.0,B0018
3.620910621720311,-2.0083505023898454,30.45293480328555,1.9988,2.713,1156.11,1.8550045207910817,1,discharge,24,2008.0,B0018
3.619174563968469,-2.006956598020106,30.482682895227104,1.999,2.7110000000000003,1165.578,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6174321638977016,-2.006321332290223,30.51255919290144,1.999,2.709,1174.985,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6154263095520776,-2.0081773998166006,30.53474820923425,1.999,2.708,1184.485,1.8550045207910817,1,discharge,24,2008.0,B0018
3.613984382323921,-2.0079212151152306,30.55756308825336,1.999,2.7060000000000004,1193.875,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6120605527653327,-2.0097216285176285,30.586779235614262,1.999,2.705,1203.281,1.8550045207910817,1,discharge,24,2008.0,B0018
3.610323441911442,-2.0095667394302663,30.62302870462738,1.999,2.7030000000000003,1212.672,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6086036879396506,-2.009487276768152,30.64338455796524,1.999,2.701,1222.078,1.8550045207910817,1,discharge,24,2008.0,B0018
3.60693048317568,-2.0104399947591483,30.68672658821383,1.999,2.699,1231.516,1.8550045207910817,1,discharge,24,2008.0,B0018
3.605104156032749,-2.007674424455101,30.7059704432798,1.999,2.697,1240.906,1.8550045207910817,1,discharge,24,2008.0,B0018
3.603440626332888,-2.0070612197803976,30.73360350198596,1.999,2.696,1250.297,1.8550045207910817,1,discharge,24,2008.0,B0018
3.6019010797385547,-2.0097249579545293,30.758457130165,1.999,2.694,1259.672,1.8550045207910817,1,discharge,24,2008.0,B0018
3.599944474659688,-2.0062231851905925,30.775989411607423,1.999,2.693,1269.063,1.8550045207910817,1,discharge,24,2008.0,B0018
3.597980725024608,-2.009543512461215,30.81205897677021,1.999,2.6910000000000003,1278.406,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5965866734594734,-2.010628039979024,30.84241198440269,1.9988,2.689,1287.781,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5947927821920604,-2.0082532494178915,30.86616787814075,1.999,2.687,1297.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.59329506108492,-2.007065783164929,30.903957065572115,1.999,2.6860000000000004,1306.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.591387597900257,-2.010264491155813,30.93757497974625,1.999,2.684,1316.047,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5896325463408183,-2.010241347513316,30.963622310993827,1.999,2.6830000000000003,1325.438,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5880723489728124,-2.0099745355430274,30.98571432978264,1.999,2.681,1334.797,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5863457760003383,-2.008904894813305,31.01251835575338,1.9988,2.679,1344.235,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5848173449127594,-2.0088422777230632,31.03758015705978,1.999,2.677,1353.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5831957866336333,-2.007230171146479,31.067774050323656,1.999,2.676,1363.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.581482553559701,-2.008707094857277,31.086816371709983,1.999,2.674,1372.438,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5798654342448137,-2.009601826548012,31.12282179919342,1.999,2.673,1381.86,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5781239064500485,-2.009200715897732,31.13802718780658,1.999,2.6710000000000003,1391.25,1.8550045207910817,1,discharge,24,2008.0,B0018
3.57659138452716,-2.0089488411440737,31.185321533334445,1.999,2.669,1400.703,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5749879775427127,-2.006657136736618,31.20826706719767,1.9988,2.668,1410.094,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5732203303012486,-2.007839533265785,31.232338699634447,1.999,2.6660000000000004,1419.469,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5718148953526265,-2.0072363651663365,31.269570117526683,1.999,2.665,1428.828,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5701973412547816,-2.0100803603712687,31.284968023361078,1.9988,2.6630000000000003,1438.219,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5684998366960623,-2.010369317164132,31.314599265159696,1.999,2.662,1447.578,1.8550045207910817,1,discharge,24,2008.0,B0018
3.567043219903516,-2.008730445894444,31.32694612425271,1.999,2.66,1456.938,1.8550045207910817,1,discharge,24,2008.0,B0018
3.565272241039781,-2.007228222542031,31.35703796923637,1.9988,2.658,1466.281,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5637707375686496,-2.0061973234869472,31.37971995780408,1.999,2.657,1475.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5621568900394545,-2.008969002448484,31.410262815445403,1.999,2.656,1485.063,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5607298393964317,-2.0074897971173806,31.43230163283927,1.999,2.654,1494.422,1.8550045207910817,1,discharge,24,2008.0,B0018
3.558969772539788,-2.008160035473816,31.46050330356886,1.999,2.652,1503.797,1.8550045207910817,1,discharge,24,2008.0,B0018
3.557468348546722,-2.010564161666169,31.48770995637526,1.999,2.651,1513.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5559703182410494,-2.00641937509898,31.50617554955388,1.999,2.649,1522.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.554518339185768,-2.0090674820054466,31.535037326313866,1.999,2.648,1532.031,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5531228433587514,-2.008942576231868,31.56132091231937,1.999,2.6460000000000004,1541.344,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5514186998831025,-2.007742622951352,31.58411383694332,1.999,2.644,1550.781,1.8550045207910817,1,discharge,24,2008.0,B0018
3.550160306459917,-2.0082472348598235,31.60876867930389,1.999,2.643,1560.188,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5484403556179087,-2.0082660707975912,31.6219089189574,1.999,2.642,1569.563,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5470441149691547,-2.011245584982172,31.6530276534468,1.999,2.64,1579.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5457242945247684,-2.0090470773770144,31.671609555638263,1.999,2.639,1588.422,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5442045158106645,-2.0110645893212533,31.700171366219845,1.999,2.638,1597.828,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5427036010344968,-2.0109525247629287,31.724914647401423,1.999,2.636,1607.235,1.8550045207910817,1,discharge,24,2008.0,B0018
3.541266306321832,-2.010591827757976,31.748690707993788,1.999,2.634,1616.61,1.8550045207910817,1,discharge,24,2008.0,B0018
3.539847608329904,-2.008942558896142,31.77933024075528,1.999,2.633,1626.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.538386651387241,-2.007970595522755,31.800135230175428,1.999,2.632,1635.438,1.8550045207910817,1,discharge,24,2008.0,B0018
3.537132783194416,-2.008224042041978,31.82082493690047,1.999,2.63,1644.844,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5355252947572127,-2.0082709870691784,31.85094124148637,1.999,2.629,1654.235,1.8550045207910817,1,discharge,24,2008.0,B0018
3.534341330602826,-2.0107711725731243,31.87223362437826,1.999,2.628,1663.641,1.8550045207910817,1,discharge,24,2008.0,B0018
3.532906011797857,-2.009520670627093,31.89308543538077,1.999,2.6260000000000003,1673.078,1.8550045207910817,1,discharge,24,2008.0,B0018
3.53171661114778,-2.008909769764049,31.91216870533299,1.999,2.625,1682.485,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5302675896023925,-2.0095331315390084,31.946115996732143,1.999,2.623,1691.844,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5291157209307413,-2.009785636060522,31.96974032943898,1.999,2.622,1701.25,1.8550045207910817,1,discharge,24,2008.0,B0018
3.527613618391096,-2.008056510971479,31.996611867024622,1.999,2.6210000000000004,1710.656,1.8550045207910817,1,discharge,24,2008.0,B0018
3.526251918715905,-2.0110334142744293,32.022397615503074,1.999,2.62,1720.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5247965499275,-2.0100234273727904,32.03343847237894,1.999,2.6180000000000003,1729.422,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5236340925662817,-2.0108794197044544,32.05136922020076,1.999,2.617,1738.875,1.8550045207910817,1,discharge,24,2008.0,B0018
3.522232905881732,-2.0095920267648832,32.074928651427555,1.9988,2.616,1748.297,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5208839845558386,-2.008796640719716,32.09590964139213,1.999,2.614,1757.656,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5196522562603767,-2.0083817366924714,32.12341603618765,1.9988,2.613,1767.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.518442831521779,-2.0102780425033213,32.146197581628066,1.999,2.612,1776.36,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5171456744267666,-2.010141508653741,32.15308223164457,1.999,2.611,1785.781,1.8550045207910817,1,discharge,24,2008.0,B0018
3.515976875831589,-2.0085939349488044,32.17969897589543,1.999,2.61,1795.203,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5146019126995784,-2.0074691800197617,32.20239527981519,1.999,2.608,1804.625,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5135510573715654,-2.00799280191578,32.233570829768055,1.999,2.607,1814.016,1.8550045207910817,1,discharge,24,2008.0,B0018
3.512325786535884,-2.0073102910307856,32.2555650627942,1.999,2.6060000000000003,1823.375,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5111281363773,-2.0099069767805946,32.26309703646828,1.999,2.604,1832.75,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5098270376157736,-2.0068880418659263,32.30305747372754,1.999,2.604,1842.156,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5087974433553875,-2.0085320000554976,32.32302041130261,1.999,2.602,1851.531,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5074860149974643,-2.0089946307288766,32.33805824040431,1.999,2.6010000000000004,1860.922,1.8550045207910817,1,discharge,24,2008.0,B0018
3.506432521775561,-2.012995081928318,32.3697388114669,1.999,2.6,1870.375,1.8550045207910817,1,discharge,24,2008.0,B0018
3.505228743307237,-2.0063570926536336,32.39063011654791,1.9988,2.599,1879.766,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5040710279656166,-2.007363029920706,32.41806411216685,1.999,2.5980000000000003,1889.172,1.8550045207910817,1,discharge,24,2008.0,B0018
3.503016783605266,-2.007744143893912,32.43231048159168,1.999,2.596,1898.594,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5018899918735023,-2.0079269361229084,32.440862849634854,1.999,2.596,1908.047,1.8550045207910817,1,discharge,24,2008.0,B0018
3.5008474155850573,-2.0111014691689224,32.45430036406442,1.999,2.594,1917.438,1.8550045207910817,1,discharge,24,2008.0,B0018
3.4997898760438084,-2.009376385394748,32.478938535415786,1.999,2.593,1926.797,1.8550045207910817,1,discharge,24,2008.0,B0018
3.4987664756161805,-2.0095147558599424,32.498496730169805,1.999,2.592,1936.141,1.8550045207910817,1,discharge,24,2008.0,B0018
3.497603985268208,-2.008403193971405,32.51363854089263,1.999,2.591,1945.547,1.8550045207910817,1,discharge,24,2008.0,B0018
3.4964100515313747,-2.008889750697651,32.540444787108505,1.999,2.59,1954.922,1.8550045207910817,1,discharge,24,2008.0,B0018
3.495314841092468,-2.01020479277941,32.57113079808891,1.999,2.589,1964.328,1.8550045207910817,1,discharge,24,2008.0,B0018
3.4942048493967177,-2.0092574616110395,32.59316061723604,1.999,2.588,1973.875,1.8550045207910817,1,discharge,24,2008.0,B0018
